City,Date,Precip,Weather,Dewpoint,Pressure,Visibility,Windspeed,MaxSpeed,TempMax,TempMin
"ATLANTA 2.3 NE, GA US",9/24/2022,0,sun,49.3,1019,10,2.3,6,81,55
"ATLANTA 2.3 NE, GA US",9/25/2022,0,sun,54.6,1014.9,10,5,11.1,82.9,55
"ATLANTA 2.3 NE, GA US",9/26/2022,0.02,rain,57.5,1012.8,10,7.6,13,82.9,63
"ATLANTA 2.3 NE, GA US",9/27/2022,0,sun,43,1016.1,10,8,17.1,82,55
"ATLANTA 2.3 NE, GA US",9/28/2022,0,sun,37.5,1020.6,10,9.3,15.9,75.9,55
"ATLANTA 2.3 NE, GA US",9/29/2022,0,sun,40.5,1020.4,10,14.9,24.1,75.9,55
"ATLANTA 2.3 NE, GA US",9/30/2022,0,sun,46.8,1014.7,10,13,24.1,79,55.9
"ATLANTA 2.3 NE, GA US",10/1/2022,0,sun,46.7,1010.1,10,12.9,20,79,55.9
"ATLANTA 2.3 NE, GA US",10/2/2022,0,sun,51.3,1014.4,10,10.1,15.9,79,55
"ATLANTA 2.3 NE, GA US",10/3/2022,0,sun,51.5,1018.5,10,7.2,13,78.1,55
"ATLANTA 2.3 NE, GA US",10/4/2022,0,sun,53.3,1019.1,10,5.4,12,78.1,55.9
"ATLANTA 2.3 NE, GA US",10/5/2022,0,sun,45.5,1017.7,10,6.4,13,79,52
"ATLANTA 2.3 NE, GA US",10/6/2022,0,sun,43.6,1018.2,10,6.5,9.9,81,52
"ATLANTA 2.3 NE, GA US",10/7/2022,0,sun,47.4,1019.8,10,5,11.1,84,52
"ATLANTA 2.3 NE, GA US",10/8/2022,0,sun,46,1021.9,10,8.6,13,84,55.9
"ATLANTA 2.3 NE, GA US",10/9/2022,0,sun,40.8,1022.6,10,5.9,9.9,75,45
"ATLANTA 2.3 NE, GA US",10/10/2022,0,sun,44.9,1022.8,10,5.5,9.9,75.9,45
"ATLANTA 2.3 NE, GA US",10/11/2022,0,sun,52.1,1023.5,10,7.6,9.9,79,48.9
"ATLANTA 2.3 NE, GA US",10/12/2022,0,sun,63.5,1020.3,7.4,6.2,11.1,79,55.9
"ATLANTA 2.3 NE, GA US",10/13/2022,1.25,rain,60.6,1012,5.8,6.6,13,77,62.1
"ATLANTA 2.3 NE, GA US",10/14/2022,0.01,rain,41.7,1014.7,10,5.3,11.1,77,48.9
"ATLANTA 2.3 NE, GA US",10/15/2022,0,sun,45.8,1018.5,10,4.3,8.9,81,48.9
"ATLANTA 2.3 NE, GA US",10/16/2022,0,sun,50,1018.2,10,3.5,8,81,51.1
"ATLANTA 2.3 NE, GA US",10/17/2022,0,sun,53.8,1011.3,10,7.8,15.9,82,54
"ATLANTA 2.3 NE, GA US",10/18/2022,0,sun,26.3,1012.8,10,13.5,18.1,63,39.2
"ATLANTA 2.3 NE, GA US",10/19/2022,0,sun,27.9,1019.3,10,8.2,15,60.1,36
"ATLANTA 2.3 NE, GA US",10/20/2022,0,sun,27.1,1019.4,10,6,8.9,64,39
"ATLANTA 2.3 NE, GA US",10/21/2022,0,sun,31.7,1019.1,10,3.4,7,70,37
"ATLANTA 2.3 NE, GA US",10/22/2022,0,sun,37.1,1021.4,10,2.7,6,73.9,42.1
"ATLANTA 2.3 NE, GA US",10/23/2022,0,sun,39.4,1021.8,10,2.3,5.1,75,45
"ATLANTA 2.3 NE, GA US",10/24/2022,0,sun,46.1,1020.9,10,3,8,77,46
"ATLANTA 2.3 NE, GA US",10/25/2022,0,sun,51.4,1016,10,4.8,12,78.1,50
"ATLANTA 2.3 NE, GA US",10/26/2022,0.34,rain,52.7,1012.2,9.3,9.2,15,78.1,53.1
"ATLANTA 2.3 NE, GA US",10/27/2022,0,sun,46.1,1017,10,8.2,12,73,46.9
"ATLANTA 2.3 NE, GA US",10/28/2022,0,sun,48.4,1023.2,10,10.1,15.9,73,46.9
"ATLANTA 2.3 NE, GA US",10/29/2022,0,sun,48.9,1025.1,10,10.3,14,71.1,53.1
"ATLANTA 2.3 NE, GA US",10/30/2022,0.01,drizzle,55.9,1020.2,3.5,9.9,14,66.9,53.1
"ATLANTA 2.3 NE, GA US",10/31/2022,0.33,rain,58.5,1015.8,3.8,6,13,75,57
"ATLANTA 2.3 NE, GA US",11/1/2022,0,sun,52.7,1020.1,9.7,6.2,8.9,75,54
"ATLANTA 2.3 NE, GA US",11/2/2022,0,sun,53.1,1023.7,10,4.7,11.1,75.9,54
"ATLANTA 2.3 NE, GA US",11/3/2022,0,sun,53.1,1024.5,10,6.7,8.9,75.9,57
"ATLANTA 2.3 NE, GA US",11/4/2022,0,sun,52.5,1023.5,9.8,6.1,12,75.9,54
"ATLANTA 2.3 NE, GA US",11/5/2022,0,sun,59.8,1018.7,8.5,6.9,11.1,79,54
"ATLANTA 2.3 NE, GA US",11/6/2022,0.04,rain,64.4,1018,10,5,15,82.9,62.1
"ATLANTA 2.3 NE, GA US",11/7/2022,0,sun,65.3,1023,6.9,4.5,8,82.9,68
"ATLANTA 2.3 NE, GA US",11/8/2022,0,sun,59.2,1025.4,10,7.7,15,82.9,66.9
"ATLANTA 2.3 NE, GA US",11/9/2022,0,sun,37,1027.6,10,13.2,19,80.1,51.1
"ATLANTA 2.3 NE, GA US",11/10/2022,0,sun,50,1019.8,9.4,16.3,21,69.1,51.1
"ATLANTA 2.3 NE, GA US",11/11/2022,0.82,rain,63.3,1004,6,11.6,20,71.1,59
"ATLANTA 2.3 NE, GA US",11/12/2022,0.54,rain,58.5,1011.4,9,7.5,17.1,71.1,51.1
"ATLANTA 2.3 NE, GA US",11/13/2022,0,sun,29.7,1020.1,10,13.5,19,51.1,34
"ATLANTA 2.3 NE, GA US",11/14/2022,0,sun,27.6,1024.2,10,9,15.9,55,33.1
"ATLANTA 2.3 NE, GA US",11/15/2022,0.07,rain,40.4,1020.7,7.1,9.2,15,55,33.1
"ATLANTA 2.3 NE, GA US",11/16/2022,0.42,rain,38.4,1022.4,9.7,10.2,15,48.9,42.1
"ATLANTA 2.3 NE, GA US",11/17/2022,0,sun,24.2,1024.7,10,7.9,13,48.9,33.1
"ATLANTA 2.3 NE, GA US",11/18/2022,0,sun,21.4,1026.3,10,7.1,9.9,54,30
"ATLANTA 2.3 NE, GA US",11/19/2022,0,sun,28.8,1026.6,10,5.4,11.1,54,30
"ATLANTA 2.3 NE, GA US",11/20/2022,0,sun,20.4,1027.1,10,9.2,13,53.1,33.1
"ATLANTA 2.3 NE, GA US",11/21/2022,0,sun,18.6,1029.5,10,5,8.9,57.9,30.9
"ATLANTA 2.3 NE, GA US",11/22/2022,0,sun,23.7,1028,10,3.5,6,64,30.9
"ATLANTA 2.3 NE, GA US",11/23/2022,0,sun,33.4,1024,9.9,2.5,6,71.1,43
"ATLANTA 2.3 NE, GA US",11/24/2022,0,sun,38.3,1022.9,10,7.5,12,71.1,43
"ATLANTA 2.3 NE, GA US",11/25/2022,0.27,rain,48.9,1019.5,8.8,7.2,11.1,66,51.1
"ATLANTA 2.3 NE, GA US",11/26/2022,0,sun,47.6,1019.8,10,7.5,12,66,48.9
"ATLANTA 2.3 NE, GA US",11/27/2022,0.59,rain,52,1010.5,7.9,10.6,21,66.9,48.9
"ATLANTA 2.3 NE, GA US",11/28/2022,0,sun,44.1,1013.7,10,6.9,13,66.9,48
"ATLANTA 2.3 NE, GA US",11/29/2022,0,sun,43.8,1019,10,4.2,11.1,69.1,44.1
"ATLANTA 2.3 NE, GA US",11/30/2022,2.67,rain,53.6,1017.7,6.7,9.7,19,69.1,44.1
"ATLANTA 2.3 NE, GA US",12/1/2022,0.02,rain,22,1028.6,10,7.9,14,69.1,33.1
"ATLANTA 2.3 NE, GA US",12/2/2022,0,sun,30.7,1030.5,10,6.6,9.9,61,33.1
"ATLANTA 2.3 NE, GA US",12/3/2022,0,sun,51,1027.5,8.1,6.2,18.1,64.9,39
"ATLANTA 2.3 NE, GA US",12/4/2022,0.18,rain,49.1,1023.8,9.1,5.7,8.9,64.9,37
"ATLANTA 2.3 NE, GA US",12/5/2022,0.01,rain,43.1,1019.7,7,5.9,13,60.1,45
"ATLANTA 2.3 NE, GA US",12/6/2022,1.38,rain,48.7,1021,0.6,6.6,8.9,55,48
"ATLANTA 2.3 NE, GA US",12/7/2022,0.03,rain,58.1,1024.1,3.2,4.2,8,73,48
"ATLANTA 2.3 NE, GA US",12/8/2022,0.02,rain,62.8,1022.8,6.8,3.1,11.1,78.1,61
"ATLANTA 2.3 NE, GA US",12/9/2022,0,sun,60.8,1019.6,8.6,4.1,13,78.1,55
"ATLANTA 2.3 NE, GA US",12/10/2022,0.63,rain,53.2,1021.4,3.1,6.9,13,71.1,52
"ATLANTA 2.3 NE, GA US",12/11/2022,0,sun,51.3,1021,3.2,4.8,9.9,57,52
"ATLANTA 2.3 NE, GA US",12/12/2022,0.61,rain,51.8,1019.1,4,3.9,7,61,51.8
"ATLANTA 2.3 NE, GA US",12/13/2022,0,sun,45.4,1021.7,9.4,8.9,14,62.1,48
"ATLANTA 2.3 NE, GA US",12/14/2022,0,sun,40.2,1018.3,7.2,10.3,15.9,53.1,43
"ATLANTA 2.3 NE, GA US",12/15/2022,1.3,rain,44.8,1009.7,5.4,10.3,14,57.9,46
"ATLANTA 2.3 NE, GA US",12/16/2022,0,sun,30.6,1014.8,10,8.3,15,57.9,37
"ATLANTA 2.3 NE, GA US",12/17/2022,0,sun,27.6,1015.6,10,7.2,12,54,37
"ATLANTA 2.3 NE, GA US",12/18/2022,0,sun,21.9,1020.3,10,9.4,15,48,30.9
"ATLANTA 2.3 NE, GA US",12/19/2022,0,sun,22.1,1027.4,10,6.8,9.9,51.1,28.9
"ATLANTA 2.3 NE, GA US",12/20/2022,0.02,rain,32.1,1028.2,7.6,9,15,51.1,28.9
"ATLANTA 2.3 NE, GA US",12/21/2022,0.06,rain,32.9,1026.8,10,10,12,50,39
"ATLANTA 2.3 NE, GA US",12/22/2022,0.02,rain,39.5,1017.2,4.3,7.3,15,50,39
"ATLANTA 2.3 NE, GA US",12/23/2022,0.16,snow,19.8,1017,8.2,17,27,52,15.1
"ATLANTA 2.3 NE, GA US",12/24/2022,0,sun,1.1,1026.6,10,12.8,18.1,26.1,8.1
"ATLANTA 2.3 NE, GA US",12/25/2022,0,sun,6.2,1025.6,10,9.4,13,37,8.1
"ATLANTA 2.3 NE, GA US",12/26/2022,0,sun,5.5,1025.4,10,5.4,8,44.1,18
"ATLANTA 2.3 NE, GA US",12/27/2022,0,sun,20.5,1025.9,9.8,3.6,8,52,19
"ATLANTA 2.3 NE, GA US",12/28/2022,0,sun,24.6,1026,10,2.8,8.9,57.9,30
"ATLANTA 2.3 NE, GA US",12/29/2022,0,sun,34.9,1027,10,6.3,8,66,30
"ATLANTA 2.3 NE, GA US",12/30/2022,0,sun,46.3,1024,10,6,9.9,66.9,42.1
"ATLANTA 2.3 NE, GA US",12/31/2022,0.03,rain,55.4,1017,7.9,4.4,18.1,66.9,46.9
